grid_index,y,x
1453,48.8279971,2.3270043
1454,48.8284501,2.3296768
1455,48.828401,2.3312232
1457,48.8281736,2.3354976
1460,48.8283549,2.3415989
1461,48.8285833,2.3428663
1463,48.8286332,2.3475936
1465,48.8285498,2.3510179
1466,48.8285131,2.3527999
1468,48.8283266,2.356611
1469,48.8284768,2.3581254
1473,48.8281995,2.3657574
1474,48.8283186,2.3672561
1475,48.8286332,2.3699127
1476,48.8281064,2.3707111
1477,48.828096,2.3732941
1479,48.8280727,2.3777911
1480,48.8285018,2.3787874
1481,48.8286888,2.3810109
1482,48.8282295,2.3824481
1483,48.8281057,2.3848743
1485,48.8283975,2.388355
1486,48.8283178,2.3903846
1487,48.8283535,2.3920963
1488,48.8279396,2.3948506
1534,48.8292137,2.2923201
1535,48.8290972,2.2932767
1536,48.8296066,2.295408
1537,48.8294284,2.297146
1538,48.8291455,2.2990129
1540,48.829474,2.3029785
1542,48.8291295,2.3064264
1543,48.8291378,2.3084322
1544,48.8289325,2.3112091
1547,48.8292285,2.3173183
1548,48.8294601,2.318612
1549,48.8291627,2.3206395
1550,48.8292991,2.3226525
1552,48.829042,2.3264017
1553,48.8287805,2.3277034
1554,48.8288795,2.3300663
1555,48.8289574,2.3321878
1556,48.8289428,2.3332842
1560,48.8288197,2.3415117
1561,48.8289666,2.3431778
1563,48.8287858,2.347664
1565,48.8289476,2.3503827
1569,48.8290244,2.3576906
1570,48.8294625,2.3601118
1573,48.8289992,2.3653829
1574,48.8294197,2.3685602
1575,48.8293158,2.3689961
1576,48.8295977,2.3715575
1577,48.8291873,2.3742163
1579,48.8290881,2.3779328
1580,48.8296024,2.3792112
1581,48.8290057,2.3817752
1582,48.8295644,2.3831228
1583,48.8288915,2.3839625
1586,48.8293049,2.3905203
1592,48.8295648,2.401323
1593,48.8291844,2.4037213
1626,48.8300514,2.2759392
1630,48.8303712,2.2847333
1634,48.8304836,2.2922936
1636,48.8299323,2.2956244
1639,48.830192,2.3019117
1640,48.830016,2.3031299
1641,48.8299408,2.304922
1644,48.8302986,2.3108928
1645,48.8298988,2.3128918
1646,48.8303795,2.3137989
1647,48.8297886,2.3161471
1648,48.8296807,2.3179875
1649,48.8301097,2.3204062
1651,48.8302331,2.3234593
1652,48.8302624,2.3258997
1653,48.8300689,2.3288176
1654,48.829644,2.3298696
1655,48.8301389,2.33108
1656,48.8302394,2.3337937
1657,48.8301976,2.3348977
1658,48.8303723,2.3366892
1660,48.8302846,2.341301
1662,48.8303332,2.3458868
1663,48.8303305,2.3470367
1664,48.8299337,2.3484799
1666,48.8299102,2.3527821
1667,48.8303532,2.3545654
1668,48.8297754,2.3570818
1670,48.8298839,2.3596045
1671,48.830241,2.362211
1674,48.8302063,2.3675311
1675,48.8297453,2.3693882
1676,48.8297197,2.371798
1679,48.8300214,2.3773512
1680,48.830115,2.3787214
1681,48.8301386,2.3805153
1684,48.8300325,2.3866791
1691,48.8298178,2.4008005
1692,48.8300892,2.4020664
1729,48.8311034,2.2829836
1734,48.8311874,2.2918535
1735,48.8305216,2.2932767
1736,48.8309508,2.2964374
1737,48.8307275,2.2969261
1740,48.8308562,2.3032892
1741,48.8312647,2.3052695
1742,48.8313171,2.3068415
1745,48.8309535,2.3123256
