u,v,highway,length,speed_limit,time
308685421,262559382,primary,202.941,50,4.05882
308685978,308686366,residential,99.105,20,4.95525
308685978,308681311,tertiary,40.383,30,1.3461
308685978,302019811,tertiary,98.891,30,3.296366667
308686366,308685978,residential,99.105,20,4.95525
308686366,308686366,residential,782.492,20,39.1246
308686839,308693846,residential,31.604,20,1.5802
308686839,308694643,residential,46.684,20,2.3342
308687443,1155039499,residential,213.496,20,10.6748
308687443,2048787675,residential,64.725,20,3.23625
308688308,2112420532,residential,138.25,20,6.9125
308688308,308688610,residential,84.096,20,4.2048
308688308,308688609,residential,68.375,20,3.41875
308688609,308688308,residential,68.375,20,3.41875
308688610,308688308,residential,84.096,20,4.2048
308688611,308691665,residential,34.498,20,1.7249
308688611,2089909315,residential,55.611,20,2.78055
308688611,308690340,residential,245.884,20,12.2942
308688621,308696594,residential,28.205,20,1.41025
308688621,308696134,residential,45.968,20,2.2984
308688841,308690147,residential,159.788,20,7.9894
308688841,308689934,residential,92.147,20,4.60735
308688841,1155039495,residential,110.195,20,5.50975
308688846,308697023,residential,58.932,20,2.9466
308688846,308696795,residential,22.809,20,1.14045
308688846,308690146,residential,227.222,20,11.3611
308688869,1214010514,residential,17.776,20,0.8888
308688870,308697342,residential,7.442,20,0.3721
308688870,308697023,residential,23.506,20,1.1753
308688882,308689915,residential,20.665,20,1.03325
308688882,308690364,residential,45.698,20,2.2849
308688882,308690355,residential,40.36,20,2.018
308688882,308688890,residential,20.171,20,1.00855
308688890,308689915,residential,20.802,20,1.0401
308688890,308690145,residential,149.729,20,7.48645
308688895,308697569,residential,8.905,20,0.44525
308688895,1155039274,residential,59.428,20,2.9714
308689101,308690144,residential,115.991,20,5.79955
308689102,308690818,residential,78.625,20,3.93125
308689102,309016430,residential,54.254,20,2.7127
308689102,1155039274,residential,74.596,20,3.7298
308689915,308688882,residential,20.665,20,1.03325
308689915,1288999255,residential,355.821,20,17.79105
308689934,308688869,residential,35.872,20,1.7936
308689934,1214010526,residential,28.972,20,1.4486
308689934,308688841,residential,92.147,20,4.60735
308690142,308690143,residential,30.862,20,1.5431
308690143,308690142,residential,30.862,20,1.5431
308690143,308690907,residential,55.528,20,2.7764
308690143,308690944,residential,145.354,20,7.2677
308690144,308689101,residential,115.991,20,5.79955
308690144,308690145,residential,65.322,20,3.2661
308690145,308690882,residential,54.51,20,2.7255
308690145,308690146,residential,81.21,20,4.0605
308690146,308688869,residential,138.504,20,6.9252
308690146,308690147,residential,105.061,20,5.25305
308690147,308690340,residential,122.982,20,6.1491
308690147,308688621,residential,236.213,20,11.81065
308690340,1155039269,residential,147.697,20,7.38485
308690355,308690364,residential,34.511,20,1.72555
308690355,308709461,residential,372.694,20,18.6347
308690355,308688882,residential,40.36,20,2.018
308690364,1214010526,residential,13.363,20,0.66815
308690817,308690818,residential,35.044,20,1.7522
308690818,308690825,residential,47.971,20,2.39855
308690818,308690817,residential,35.044,20,1.7522
308690818,308690888,residential,65.382,20,3.2691
308690819,308688895,residential,74.82,20,3.741
308690819,2048787674,residential,7.583,20,0.37915
308690820,308688870,residential,78.244,20,3.9122
308690825,308690853,residential,45.62,20,2.281
308690849,308690883,residential,44.841,20,2.24205
308690849,308690905,residential,68.652,20,3.4326
308690850,308690820,residential,46.822,20,2.3411
308690850,308690849,residential,64.078,20,3.2039
308690853,308690143,residential,54.102,20,2.7051
308690882,308690883,residential,64.754,20,3.2377
308690882,308690850,residential,43.257,20,2.16285
308690883,308690906,residential,68.685,20,3.43425
308690883,308690144,residential,52.463,20,2.62315
308690888,308690819,residential,62.235,20,3.11175
308690905,308690888,residential,48.353,20,2.41765
308690905,308690825,residential,62.542,20,3.1271
308690906,308690905,residential,44.567,20,2.22835
308690906,308690853,residential,58.579,20,2.92895
308690907,308690906,residential,54.055,20,2.70275
308690907,308690144,residential,67.961,20,3.39805
308690908,308690944,residential,32.975,20,1.64875
308690944,308690908,residential,32.975,20,1.64875
308690944,308690907,residential,94.802,20,4.7401
308691665,308696134,residential,46.295,20,2.31475
308691665,308688611,residential,34.498,20,1.7249
308691832,2069175690,residential,245.882,20,12.2941
308691832,308692971,residential,105.406,20,5.2703
308691832,308693234,residential,47.315,20,2.36575
308691840,308691665,residential,46.119,20,2.30595
308691840,308696135,residential,47.718,20,2.3859
308691846,308696878,residential,211.404,20,10.5702
308691846,308697010,residential,23.544,20,1.1772
308691852,309016373,residential,121.111,20,6.05555
308691852,309016373,residential,212.71,20,10.6355
308691852,308692689,residential,69.827,20,3.49135
308692562,308692602,residential,114.898,20,5.7449
308692562,302019847,tertiary,253.74,30,8.458
308692562,308679282,tertiary,32.068,30,1.068933333
308692602,308693001,residential,68.596,20,3.4298
308692614,308692992,residential,155.626,20,7.7813
308692614,308692689,residential,197.259,20,9.86295
308692614,2004766012,residential,206.968,20,10.3484
308692689,308691852,residential,69.827,20,3.49135
308692689,308692614,residential,197.259,20,9.86295
308692912,308692689,residential,161.369,20,8.06845
308692912,308697355,residential,137.169,20,6.85845
308692912,2048787670,residential,80.638,20,4.0319
308692938,308692912,residential,181.932,20,9.0966
308692938,308691852,residential,68.786,20,3.4393
308692964,308696294,residential,44.012,20,2.2006
308692964,308693234,residential,67.073,20,3.35365
308692964,308696654,residential,78.281,20,3.91405
308692971,308693397,residential,34.329,20,1.71645
308692971,308691832,residential,105.406,20,5.2703
308692987,308692999,residential,9.263,20,0.46315
308692992,308692614,residential,155.626,20,7.7813
308692992,308692987,residential,261.13,20,13.0565
308692999,308693008,residential,36.051,20,1.80255
308692999,308693397,residential,241.781,20,12.08905
308692999,308692987,residential,9.263,20,0.46315
308693001,308692992,residential,51.883,20,2.59415
308693008,308693101,residential,28.208,20,1.4104
308693008,308692999,residential,36.051,20,1.80255
308693008,308693001,residential,257.642,20,12.8821
308693088,308693117,residential,33.691,20,1.68455
308693088,308692602,residential,254.561,20,12.72805
308693100,308693397,residential,253.224,20,12.6612
308693100,302019829,tertiary,54.246,30,1.8082
308693100,308693396,tertiary,95.319,30,3.1773
308693101,308693088,residential,36.818,20,1.8409
308693117,302019847,residential,87.866,20,4.3933
308693117,308693128,residential,252.914,20,12.6457
308693128,1155039567,residential,59.231,20,2.96155
308693229,308697139,residential,55.977,20,2.79885
308693229,308697355,residential,105.366,20,5.2683
308693234,308691832,residential,47.315,20,2.36575
308693234,308692964,residential,67.073,20,3.35365
308693396,919555608,residential,102.563,20,5.12815
308693396,308693100,tertiary,95.319,30,3.1773
308693396,302019819,tertiary,106.657,30,3.555233333
308693396,308692971,residential,306.988,20,15.3494
308693397,1155039567,residential,63.286,20,3.1643
308693397,308692971,residential,34.329,20,1.71645
308693397,308693100,residential,253.224,20,12.6612
308693397,308692999,residential,241.781,20,12.08905
308693825,2089909315,residential,5.421,20,0.27105
308693825,2516643930,residential,49.389,20,2.46945
308693825,308692971,residential,369.434,20,18.4717
308693846,308686839,residential,31.604,20,1.5802
308693846,308693889,residential,66.522,20,3.3261
308693846,2516643930,residential,81.614,20,4.0807
308693889,308693846,residential,66.522,20,3.3261
308693890,308680252,tertiary,49.164,30,1.6388
308693890,308680157,tertiary,7.256,30,0.241866667
308693903,308694240,residential,55.47,20,2.7735
308693903,302019819,tertiary,16.971,30,0.5657
308693903,308680252,tertiary,120.632,30,4.021066667
308693905,4231996027,residential,255.022,20,12.7511
308693905,308693926,residential,162.253,20,8.11265
308693926,308693974,residential,32.078,20,1.6039
308693926,308694220,residential,64.32,20,3.216
308693974,308693926,residential,32.078,20,1.6039
308694064,2210511385,residential,33.559,20,1.67795
308694064,308694220,residential,164.693,20,8.23465
308694220,308694573,residential,124.875,20,6.24375
308694240,308694064,residential,42.975,20,2.14875
308694240,308693890,residential,228.471,20,11.42355
308694573,308694837,residential,25.869,20,1.29345
308694573,308681311,residential,136.95,20,6.8475
308694643,308686839,residential,46.684,20,2.3342
308694643,308694761,residential,56.541,20,2.82705
308694643,308694751,residential,45.304,20,2.2652
308694751,308694643,residential,45.304,20,2.2652
308694761,308694643,residential,56.541,20,2.82705
308694761,308694837,residential,21.419,20,1.07095
308694761,308694822,residential,47.784,20,2.3892
308694822,308694761,residential,47.784,20,2.3892
308694837,308694761,residential,21.419,20,1.07095
308694837,308694573,residential,25.869,20,1.29345
308694837,308694889,residential,57.867,20,2.89335
308694889,308694837,residential,57.867,20,2.89335
308696134,308688621,residential,45.968,20,2.2984
308696134,308691665,residential,46.295,20,2.31475
308696134,308696135,residential,62.88,20,3.144
308696135,308691840,residential,47.718,20,2.3859
308696135,308696439,residential,62.848,20,3.1424
308696135,2048753838,residential,273.892,20,13.6946
308696294,2048753838,residential,59.197,20,2.95985
308696294,308696439,residential,254.875,20,12.74375
308696439,308696453,residential,14.199,20,0.70995
308696453,308696594,residential,90.929,20,4.54645
308696453,308696796,residential,52.151,20,2.60755
308696594,308696795,residential,50.395,20,2.51975
308696594,308688621,residential,28.205,20,1.41025
308696594,308696453,residential,90.929,20,4.54645
308696654,308692964,residential,78.281,20,3.91405
308696654,308696869,residential,53.386,20,2.6693
308696669,308696294,residential,63.687,20,3.18435
308696669,308696654,residential,80.668,20,4.0334
308696795,308688846,residential,22.809,20,1.14045
308696795,308696594,residential,50.395,20,2.51975
308696795,308696796,residential,110.941,20,5.54705
308696796,308696669,residential,231.819,20,11.59095
308696796,308691846,residential,62.39,20,3.1195
308696869,308697119,residential,46.974,20,2.3487
308696869,308696654,residential,53.386,20,2.6693
308696878,308696669,residential,53.329,20,2.66645
308696878,308696869,residential,92.913,20,4.64565
308697010,308697148,residential,31.366,20,1.5683
308697023,308688870,residential,23.506,20,1.1753
308697023,308688846,residential,58.932,20,2.9466
308697023,308697010,residential,142.371,20,7.11855
308697119,308697139,residential,105.429,20,5.27145
308697119,308696869,residential,46.974,20,2.3487
308697139,308696878,residential,47.289,20,2.36445
308697139,308697148,residential,192.551,20,9.62755
308697148,308697342,residential,152.706,20,7.6353
308697148,308697571,residential,57.949,20,2.89745
308697342,308697569,residential,54.256,20,2.7128
308697342,308688870,residential,7.442,20,0.3721
308697355,308697119,residential,56.015,20,2.80075
308697569,308688895,residential,8.905,20,0.44525
308697569,308697342,residential,54.256,20,2.7128
308697569,308697571,residential,169.595,20,8.47975
308697571,308693229,residential,178.837,20,8.94185
308697571,308692938,residential,80.05,20,4.0025
308706323,919555599,primary_link,253.589,30,8.452966667
308706323,296268215,primary,161.028,50,3.22056
308709273,308711323,residential,143.799,20,7.18995
308709273,308709594,residential,284.328,20,14.2164
308709461,308711121,residential,31.539,20,1.57695
308709461,308709594,residential,57.331,20,2.86655
308709461,308690355,residential,372.694,20,18.6347
308709594,308709461,residential,57.331,20,2.86655
308709594,4231996032,residential,120.009,20,6.00045
308709594,308709273,residential,284.328,20,14.2164
308711121,327865005,residential,49.336,20,2.4668
308711122,308711121,residential,56.426,20,2.8213
308711122,308709594,residential,32.316,20,1.6158
308711295,2001351540,residential,32.391,20,1.61955
308711295,308711475,residential,150.372,20,7.5186
308711295,308711601,residential,126.924,20,6.3462
308711299,308711310,primary_link,281.373,30,9.3791
308711299,296268250,primary,330.56,50,6.6112
308711310,296268250,primary_link,220.404,30,7.3468
308711310,308711323,residential,282.531,20,14.12655
308711310,1384291971,residential,193.442,20,9.6721
308711323,308711310,residential,282.531,20,14.12655
308711323,919555599,residential,40.608,20,2.0304
308711435,1384291993,residential,56.357,20,2.81785
308711435,308711484,residential,29.596,20,1.4798
308711435,1384291971,residential,11.301,20,0.56505
308711438,308683408,primary,69.275,50,1.3855
308711457,308711438,secondary,38.2,40,0.955
308711457,308711458,primary,27.838,50,0.55676
308711458,296267418,primary,243.388,50,4.86776
308711473,308711458,unclassified,45.469,20,2.27345
308711473,308711438,primary,30.756,50,0.61512
308711475,308711487,residential,13.259,20,0.66295
308711475,308711295,residential,150.372,20,7.5186
308711484,308711485,residential,65.712,20,3.2856
308711484,308711493,residential,13.615,20,0.68075
308711484,308711435,residential,29.596,20,1.4798
308711485,2210511411,residential,31.626,20,1.5813
308711485,308711486,residential,132.58,20,6.629
308711486,2219752488,residential,32.555,20,1.62775
308711486,308711475,residential,65.642,20,3.2821
308711487,308711496,residential,79.216,20,3.9608
308711487,308711493,residential,105.176,20,5.2588
308711487,308711475,residential,13.259,20,0.66295
308711492,308711496,residential,114.217,20,5.71085
308711493,308711508,residential,78.388,20,3.9194
308711493,308711487,residential,105.176,20,5.2588
308711493,308711484,residential,13.615,20,0.68075
308711495,308711538,residential,212.745,20,10.63725
308711495,308711536,residential,191.806,20,9.5903
308711495,308711508,residential,153.724,20,7.6862
308711496,308711492,residential,114.217,20,5.71085
308711496,308711487,residential,79.216,20,3.9608
308711496,308711508,residential,102.525,20,5.12625
308711508,308711493,residential,78.388,20,3.9194
308711508,308711496,residential,102.525,20,5.12625
